goos: linux
goarch: amd64
pkg: rsc.io/tmp/rsort
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkRandom/n=1048576/len=512/e=8/alg=sortWithTmp-32         	      12	  94913551 ns/op	         2.968 depth/op	16777216 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  142748	      8276 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  143832	      8277 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  146542	      8275 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  144453	      8258 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  145286	      8214 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  145932	      8302 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  144004	      8267 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  146512	      8266 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  165103	      7331 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  170474	      7288 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  170504	      7130 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  165414	      7127 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  170470	      7133 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  166237	      7276 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  170271	      7275 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  166010	      7101 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  164869	      7288 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortInPlace-32                  	  168846	      7125 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  278619	      4599 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  270414	      4494 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  267315	      4475 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  270226	      4565 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  281653	      4571 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  274215	      4475 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  278976	      4502 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  281192	      4570 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  265284	      4514 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=slices.Sort-32                  	  273402	      4571 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   53938	     22222 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   53622	     22146 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   53976	     22360 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   53611	     22290 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   53799	     22247 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   54099	     22201 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   54637	     22353 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   53966	     22284 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   53400	     22274 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortWithTmp-32                       	   54078	     22184 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   66505	     18130 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   66412	     18070 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   66458	     18059 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   66117	     18075 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   66309	     18062 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   68647	     17737 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   66302	     18068 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   68427	     17979 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   68274	     17636 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=sortInPlace-32                       	   66854	     18082 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   78672	     14992 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   80622	     15296 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   78295	     14975 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   80186	     15300 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   78296	     15315 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   78354	     15020 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   79646	     14990 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   80353	     15319 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   79081	     14849 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd/alg=slices.Sort-32                       	   79089	     15290 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   59451	     20158 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   59395	     20093 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   59623	     20310 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   58990	     20226 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   59239	     20148 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   58906	     20219 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   59366	     20158 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   59769	     20214 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   58989	     20124 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortWithTmp-32               	   59678	     20490 ns/op	        12.88 depth/op	    8192 B/op	       1 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   73008	     17082 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   71580	     16513 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   70400	     17071 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   69991	     17233 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   70350	     17161 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   69972	     17079 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   70188	     17090 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   70168	     16773 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   70232	     17320 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=sortInPlace-32               	   67819	     17386 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  124042	      9488 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  124309	      9771 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  123855	      9821 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  123766	      9676 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  128162	      9698 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  125823	      9677 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  124838	      9718 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  124900	      9708 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  123961	      9699 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=stdcmd.sortish/alg=slices.Sort-32               	  124455	      9705 ns/op	        12.88 depth/op	       0 B/op	       0 allocs/op
PASS
ok  	rsc.io/tmp/rsort	1092.460s
